country,country_code,year,total_pop,gdp,urban_pop_perc
Paraguay,PRY,1961,1927394.0,322053713.15873,35.67
Pacific island small states,PSS,1961,938244.0, 0, 22.4937335405289
Post-demographic dividend,PST,1961,765443499.0,1104130301310.45,63.7745189214299
French Polynesia,PYF,1961,85434.0, 0, 43.217
Qatar,QAT,1961,39680.0, 0, 85.693
Romania,ROU,1961,18555250.0, 0, 34.894
Russian Federation,RUS,1961,121236000.0, 0, 54.626
Rwanda,RWA,1961,3106779.0,122000016.0,2.654
South Asia,SAS,1961,576552257.0,50467431650.1184,16.7766912743956
Saudi Arabia,SAU,1961,2526347.0,1920811284.22222,32.373
Sudan,SDN,1961,8634941.0,1222860428.55503,11.232
Senegal,SEN,1961,3436375.0,1058975256.97025,23.645
Singapore,SGP,1961,1702400.0,764629788.123689,100.0
Solomon Islands,SLB,1961,142912.0, 0, 6.038
Sierra Leone,SLE,1961,2304227.0,327834190.577094,17.903
El Salvador,SLV,1961,2870016.0, 0, 38.527
San Marino,SMR,1961,15799.0, 0, 50.001
Somalia,SOM,1961,2952054.0,191659914.376034,17.835
Serbia,SRB,1961,6689077.0, 0, 30.052
Sub-Saharan Africa (excluding high income),SSA,1961,233198708.0,37518094290.3319,14.9377496479397
South Sudan,SSD,1961,2976724.0, 0, 8.737
Sub-Saharan Africa,SSF,1961,233241597.0,37529010103.7958,14.9402834081092
Small states,SST,1961,8236668.0, 0, 36.0219845323376
Sao Tome and Principe,STP,1961,68707.0, 0, 16.805
Suriname,SUR,1961,272791.0,107700000.0,47.297
Slovak Republic,SVK,1961,4191667.0, 0, 33.953
Slovenia,SVN,1961,1594131.0, 0, 29.107
Sweden,SWE,1961,7519998.0,17329819493.9904,73.295
Eswatini,SWZ,1961,353264.0,43026042.7895829,4.335
Sint Maarten (Dutch part),SXM,1961,2970.0, 0, 100.0
Seychelles,SYC,1961,42889.0,11592023.7636487,28.717
Syrian Arab Republic,SYR,1961,4815466.0,945244972.067039,37.399
Turks and Caicos Islands,TCA,1961,5622.0, 0, 48.021
Chad,TCD,1961,3111947.0,333975336.110722,6.962
East Asia & Pacific (IDA & IBRD countries),TEA,1961,883558197.0,71066638102.6938,17.1027287583423
Europe & Central Asia (IDA & IBRD countries),TEC,1961,313483586.0, 0, 45.7548531601463
Togo,TGO,1961,1702717.0,178497098.264275,10.94
Thailand,THA,1961,27650334.0,3034037810.96795,19.781
Tajikistan,TJK,1961,2181805.0, 0, 33.56
Turkmenistan,TKM,1961,1695400.0, 0, 46.557
Latin America & the Caribbean (IDA & IBRD countries),TLA,1961,214582669.0,84319336310.137,49.9970831559654
Timor-Leste,TLS,1961,475291.0, 0, 10.243
Middle East & North Africa (IDA & IBRD countries),TMN,1961,99660885.0,18379370219.3978,34.4885624906401
Tonga,TON,1961,68037.0, 0, 17.929
South Asia (IDA & IBRD),TSA,1961,576552257.0,50467431650.1184,16.7766912743956
Sub-Saharan Africa (IDA & IBRD countries),TSS,1961,233241597.0,37529010103.7958,14.9402834081092
Trinidad and Tobago,TTO,1961,863144.0,584964620.678045,35.004
Tunisia,TUN,1961,4316278.0,866155428.571429,37.95
Turkiye,TUR,1961,29119238.0,7988888888.88889,32.064
Tuvalu,TUV,1961,5648.0, 0, 16.444
Tanzania,TZA,1961,10187886.0,2826179031.22839,5.394
Uganda,UGA,1961,7862217.0,441667334.611947,4.617
Ukraine,UKR,1961,43399766.0, 0, 47.542
Upper middle income,UMC,1961,1157236371.0,170671429477.285,25.6450183680555
Uruguay,URY,1961,2562044.0,1547388781.43133,80.462
United States,USA,1961,183691000.0,561940310344.828,70.377
Uzbekistan,UZB,1961,8517711.0, 0, 34.238
St. Vincent and the Grenadines,VCT,1961,85870.0,13999965.0000875,26.394
Venezuela_RB,VEN,1961,8455915.0,8067267030.61863,62.875
British Virgin Islands,VGB,1961,8034.0, 0, 12.618
Virgin Islands (U.S.),VIR,1961,34300.0, 0, 57.864
Viet Nam,VNM,1961,33409059.0, 0, 15.031
Vanuatu,VUT,1961,66264.0, 0, 10.583
World,WLD,1961,3062769479.0,1445950587026.22,34.1368186735295
Samoa,WSM,1961,115496.0, 0, 18.986
Kosovo,XKX,1961,1011421.0, 0, 
Yemen_Rep.,YEM,1961,5655232.0, 0, 9.459
South Africa,ZAF,1961,16908035.0,9225996309.60148,46.793
Zambia,ZMB,1961,3254086.0,682359727.329053,18.951
Zimbabwe,ZWE,1961,3930401.0,1096646600.0,12.821
Aruba,ABW,1962,56320.0, 0, 50.746
Africa Eastern and Southern,AFE,1962,137171659.0,27078797298.7705,15.0838015294909
Afghanistan,AFG,1962,9404406.0, 0, 8.976
Africa Western and Central,AFW,1962,101854756.0,13630758805.127,15.4879321593093
Angola,AGO,1962,5354310.0, 0, 11.204
Albania,ALB,1962,1711319.0, 0, 31.015
Andorra,AND,1962,11086.0, 0, 63.462
Arab World,ARB,1962,96428599.0,20327670691.7473,32.4514422327758
United Arab Emirates,ARE,1962,144946.0, 0, 75.248
Argentina,ARG,1962,21072538.0,24450604877.6081,74.767
Armenia,ARM,1962,1991689.0, 0, 53.019
American Samoa,ASM,1962,21298.0, 0, 67.068
Antigua and Barbuda,ATG,1962,57336.0, 0, 38.427
Australia,AUS,1962,10742000.0,19923683187.7893,82.228
Austria,AUT,1962,7129864.0,7793042529.15992,64.863
Azerbaijan,AZE,1962,4168150.0, 0, 52.064
Burundi,BDI,1962,2907943.0,213500005.79077,2.154
Belgium,BEL,1962,9220578.0,13436827166.5187,92.679
Benin,BEN,1962,2604659.0,236434954.038578,10.47
Burkina Faso,BFA,1962,4919672.0,379567099.249422,4.893
Bangladesh,BGD,1962,54881146.0,5081413541.66667,5.498
Bulgaria,BGR,1962,8012946.0, 0, 40.494
Bahrain,BHR,1962,179349.0, 0, 82.355
"Bahamas, The",BHS,1962,128493.0,212169992.36188,61.193
Bosnia and Herzegovina,BIH,1962,3407532.0, 0, 20.437
Belarus,BLR,1962,8351928.0, 0, 34.663
Belize,BLZ,1962,96042.0,31857591.8575919,53.41
Bermuda,BMU,1962,44239.0,80700000.0,100.0
Bolivia,BOL,1962,3857493.0,443916666.666667,37.357
Brazil,BRA,1962,76865323.0,19231747851.5332,48.099
Barbados,BRB,1962,235224.0,88782583.4232151,36.922
Brunei Darussalam,BRN,1962,96719.0, 0, 47.07
Bhutan,BTN,1962,237636.0, 0, 3.999
Botswana,BWA,1962,540186.0,35644956.6430429,3.134
Central African Republic,CAF,1962,1768115.0,124482773.83306,21.418
Canada,CAN,1962,18614000.0,42336211555.8268,70.494
Central Europe and the Baltics,CEB,1962,93009498.0, 0, 45.8673685184926
Switzerland,CHE,1962,5573815.0,12989649694.2812,71.539
Channel Islands,CHI,1962,112953.0, 0, 38.172
Chile,CHL,1962,8497059.0,5631285444.2344,69.435
China,CHN,1962,665770000.0,47209186415.3555,17.226
"Cote d'Ivoire",CIV,1962,3956939.0,645284473.733691,20.21
Cameroon,CMR,1962,5338620.0,694247864.3789,15.058
Congo_Dem. Rep.,COD,1962,16075724.0,3779841428.57143,22.749
Congo_Rep.,COG,1962,1113175.0,166521239.650243,33.045
Colombia,COL,1962,16599029.0,4955538218.81618,49.143
Comoros,COM,1962,204702.0, 0, 14.189
Cabo Verde,CPV,1962,221919.0, 0, 17.224
Costa Rica,CRI,1962,1429445.0,479180824.348506,34.404
Caribbean small states,CSS,1962,1789993.0,750604794.623785,36.818283604461
Cuba,CUB,1962,7541098.0, 0, 58.776
Curacao,CUW,1962,128414.0, 0, 75.49
Cayman Islands,CYM,1962,8781.0, 0, 100.0
Cyprus,CYP,1962,601466.0, 0, 36.674
Czechia,CZE,1962,9624660.0, 0, 60.555
Germany,DEU,1962,74025784.0,105895435234.343,71.762
Djibouti,DJI,1962,93283.0, 0, 52.619
Dominica,DMA,1962,60948.0, 0, 37.979
Denmark,DNK,1962,4647727.0,7953274741.29303,75.093
Dominican Republic,DOM,1962,3479936.0,824100000.0,32.074
Algeria,DZA,1962,11800771.0,2001444543.91885,33.214
East Asia & Pacific (excluding high income),EAP,1962,907473022.0,64884938431.8407,17.895906788159
Early-demographic dividend,EAR,1962,1020130725.0,165738639752.642,23.4895231711328
East Asia & Pacific,EAS,1962,1059216594.0,162133212500.345,23.7387746084707
Europe & Central Asia (excluding high income),ECA,1962,134400419.0, 0, 39.9323705283941
Europe & Central Asia,ECS,1962,683342108.0,513039887672.594,56.6083872671677
Ecuador,ECU,1962,4859269.0,1518207703.48997,35.06
Egypt_Arab Rep.,EGY,1962,28337013.0,4035461921.91963,38.624
Euro area,EMU,1962,274815182.0,309382572881.59,62.5793427740466
Eritrea,ERI,1962,1019788.0, 0, 10.438
Spain,ESP,1962,31023366.0,16609632790.5843,58.308
Estonia,EST,1962,1241623.0, 0, 59.072
Ethiopia,ETH,1962,22465126.0,1747566307.0997,6.874
European Union,EUU,1962,363708887.0,349909662392.141,59.7572715872214
Fragile and conflict affected situations,FCS,1962,256265091.0,39417208511.7769,23.1025486075691
Finland,FIN,1962,4491443.0,6407796042.70357,57.162
Fiji,FJI,1962,430536.0,122906434.957814,30.823
France,FRA,1962,48389516.0,74888595285.8833,63.489
Faroe Islands,FRO,1962,34963.0, 0, 22.962
Micronesia_Fed. Sts.,FSM,1962,46218.0, 0, 22.797
Gabon,GAB,1962,524649.0,182796536.266025,19.594
United Kingdom,GBR,1962,53250000.0,81247564156.8246,78.237
Georgia,GEO,1962,3760300.0, 0, 44.051
Ghana,GHA,1962,7337375.0,1382515654.47343,24.352
Gibraltar,GIB,1962,22197.0, 0, 100.0
Guinea,GIN,1962,3684273.0, 0, 11.418
Gambia_The,GMB,1962,420163.0, 0, 12.535
Guinea-Bissau,GNB,1962,589474.0, 0, 13.895
Equatorial Guinea,GNQ,1962,280286.0,37253333.3333333,26.234
Greece,GRC,1962,8448233.0,5140542929.42067,57.34
Grenada,GRD,1962,96375.0, 0, 30.707
Greenland,GRL,1962,35000.0, 0, 61.406
Guatemala,GTM,1962,4312044.0,1143600000.0,32.424
Guam,GUM,1962,73192.0, 0, 52.314
Guyana,GUY,1962,595461.0,194949512.626218,29.089
High income,HIC,1962,929404374.0,1260147954624.25,62.5545200871127
Hong Kong SAR_China,HKG,1962,3305200.0,1612346412.26475,85.582
Honduras,HND,1962,2182064.0,387750000.0,23.9
Heavily indebted poor countries (HIPC),HPC,1962,171771666.0,24435087668.3335,13.1225064275502
Croatia,HRV,1962,4196712.0, 0, 32.001
Haiti,HTI,1962,4001575.0,281896800.0,16.365
Hungary,HUN,1962,10061734.0, 0, 56.758
IBRD only,IBD,1962,1950274734.0,322057205168.551,27.1897779206435
IDA & IBRD total,IBT,1962,2366117598.0,373895791767.962,24.9246489489854
IDA total,IDA,1962,415842864.0,49174101280.0693,14.274791621551
IDA blend,IDB,1962,127092381.0,13604070957.801,19.2133154180423
Indonesia,IDN,1962,93375850.0, 0, 15.058
IDA only,IDX,1962,288750483.0,36658956625.1644,12.0932857974185
Isle of Man,IMN,1962,48688.0, 0, 55.586
India,IND,1962,457283090.0,42161481858.0819,18.218
Ireland,IRL,1962,2836050.0,2329372971.89171,45.603
Iran_Islamic Rep.,IRN,1962,22807907.0,4693566416.48845,35.051
Iraq,IRQ,1962,7413875.0,1784174540.73018,45.978
Iceland,ISL,1962,182378.0,289200704.382542,81.297
Israel,ISR,1962,2293000.0,2960588778.14489,78.754
Italy,ITA,1962,50879450.0,52413872628.0045,60.355
Jamaica,JAM,1962,1696932.0,777727688.908924,35.239
Jordan,JOR,1962,940554.0, 0, 53.215
Japan,JPN,1962,94933000.0,64987857541.6256,65.144
Kazakhstan,KAZ,1962,10058928.0, 0, 45.296
Kenya,KEN,1962,8299308.0,868111400.75544,7.774
Kyrgyz Republic,KGZ,1962,2333400.0, 0, 34.844
Cambodia,KHM,1962,5697558.0, 0, 10.333
Kiribati,KIR,1962,49538.0, 0, 17.566
St. Kitts and Nevis,KNA,1962,54461.0,12541635.3125784,28.903
Korea_Rep.,KOR,1962,26513030.0,2814615384.61538,29.461
Kuwait,KWT,1962,384995.0,1828107502.79955,76.66
Latin America & Caribbean (excluding high income),LAC,1962,205344230.0,77595201159.5018,49.6151497647389
Lao PDR,LAO,1962,2219910.0, 0, 8.095
Lebanon,LBN,1962,1909578.0, 0, 45.752
Liberia,LBR,1962,1197039.0,191861800.0,19.969
Libya,LBY,1962,1621960.0,619725784.909686,29.089
St. Lucia,LCA,1962,94505.0, 0, 21.934
Latin America & Caribbean,LCN,1962,231038261.0,98261282126.6901,51.0723759914948
Least developed countries: UN classification,LDC,1962,257242816.0,31868585551.1676,10.1666208747847
Low income,LIC,1962,142712633.0,16516574417.9939,14.1557950775878
Liechtenstein,LIE,1962,17443.0, 0, 20.102
Sri Lanka,LKA,1962,10143754.0,1434156378.60082,16.753
Lower middle income,LMC,1962,860740314.0,92221724755.3395,18.7107938374907
Low & middle income,LMY,1962,2179211852.0,282503517974.814,22.5064008408958
Lesotho,LSO,1962,781814.0,41859983.2560067,4.464
Late-demographic dividend,LTE,1962,1111293141.0,173284405279.324,27.6510595743549
Lithuania,LTU,1962,2863350.0, 0, 41.435
Luxembourg,LUX,1962,320750.0,747846862.209673,70.443
Latvia,LVA,1962,2181586.0, 0, 54.459
Macao SAR_China,MAC,1962,177810.0, 0, 95.556
St. Martin (French part),MAF,1962,4527.0, 0, 
Morocco,MAR,1962,12253092.0,2379611124.61442,30.345
Monaco,MCO,1962,22078.0, 0, 100.0
Moldova,MDA,1962,2147227.0, 0, 25.027
Madagascar,MDG,1962,5384150.0,739286907.592778,11.309
Maldives,MDV,1962,95802.0, 0, 11.288
Middle East & North Africa,MEA,1962,108830401.0,26352479345.5813,36.4621203097745
Mexico,MEX,1962,39129200.0,15200000000.0,52.428
Marshall Islands,MHL,1962,15755.0, 0, 38.358
Middle income,MIC,1962,2036499219.0,267576849076.902,23.0918879578897
North Macedonia,MKD,1962,1471745.0, 0, 36.473
Mali,MLI,1962,5563917.0, 0, 11.662
Malta,MLT,1962,323900.0, 0, 90.008
Myanmar,MMR,1962,22704719.0,634528872.02036,19.91
Middle East & North Africa (excluding high income),MNA,1962,102288730.0,18760297827.3751,35.207560598543
Montenegro,MNE,1962,502558.0, 0, 20.237
Mongolia,MNG,1962,1041444.0, 0, 39.73
Northern Mariana Islands,MNP,1962,9280.0, 0, 54.26
Mozambique,MOZ,1962,6969364.0, 0, 7.246
Mauritania,MRT,1962,869184.0,164271557.513473,8.031
Mauritius,MUS,1962,700349.0,197738207.858208,36.555
Malawi,MWI,1962,3806307.0, 0, 4.59
Malaysia,MYS,1962,8380172.0,2001489602.18475,27.895
North America,NAC,1962,205196239.0,646056325348.93,70.7394470422043
Namibia,NAM,1962,615759.0, 0, 18.748
New Caledonia,NCL,1962,85334.0, 0, 40.224
Niger,NER,1962,3714520.0,531736599.250464,6.0
Nigeria,NGA,1962,46965292.0,4909399176.24033,15.858
Nicaragua,NIC,1962,1892320.0,269283803.686825,40.481
Netherlands,NLD,1962,11805689.0,15847582341.1664,60.204
Norway,NOR,1962,3638918.0,6107076928.63372,52.653
Nepal,NPL,1962,10521116.0,574091101.194382,3.612
Nauru,NRU,1962,4979.0, 0, 100.0
New Zealand,NZL,1962,2482000.0,6133158804.52258,77.133
OECD members,OED,1962,832228334.0,1223654398321.52,63.1368589842532
Oman,OMN,1962,549941.0,56273199.0462561,18.607
Other small states,OSS,1962,5655451.0, 0, 38.6070072374423
Pakistan,PAK,1962,48156128.0,4310163796.72407,22.751
Panama,PAN,1962,1195301.0,652120900.0,42.494
Peru,PER,1962,10784612.0,3284322201.27831,48.514
Philippines,PHL,1962,29723536.0,4954593071.82796,30.816
Palau,PLW,1962,9793.0, 0, 57.405
Papua New Guinea,PNG,1962,2093919.0,261184041.789447,4.347
Poland,POL,1962,30308500.0, 0, 48.926
Pre-demographic dividend,PRE,1962,198004977.0,27678330205.0258,14.1632626234744
Puerto Rico,PRI,1962,2450322.0,2094400000.0,47.327
"Korea_Dem. People's Rep.",PRK,1962,12262882.0, 0, 42.136
Portugal,PRT,1962,8993985.0,3835883663.25123,35.722
Paraguay,PRY,1962,1973130.0,360698412.698413,35.771
West Bank and Gaza,PSE,1962, 0, ,45.661
Pacific island small states,PSS,1962,965430.0, 0, 22.9482217840755
Post-demographic dividend,PST,1962,774679689.0,1194534299892.05,64.3028447294557
French Polynesia,PYF,1962,87261.0, 0, 44.16
Qatar,QAT,1962,44630.0, 0, 86.101
Romania,ROU,1962,18676550.0, 0, 35.586
Russian Federation,RUS,1962,122591000.0, 0, 55.518
Rwanda,RWA,1962,3186025.0,125000008.0,2.71
South Asia,SAS,1962,590723078.0,53905757720.8105,16.9665052290474
Saudi Arabia,SAU,1962,2620910.0,2130606531.77778,33.518
Sudan,SDN,1962,8919028.0,1328259624.72217,11.737
Senegal,SEN,1962,3534686.0,1085475790.59112,24.303
Singapore,SGP,1962,1750200.0,826239211.817511,100.0
Solomon Islands,SLB,1962,146201.0, 0, 6.321
Sierra Leone,SLE,1962,2342242.0,342721416.490967,18.467
El Salvador,SLV,1962,2949204.0, 0, 38.628
San Marino,SMR,1962,16183.0, 0, 51.104
Somalia,SOM,1962,3030091.0,203531927.547229,18.372
Serbia,SRB,1962,6740264.0, 0, 31.062
Sub-Saharan Africa (excluding high income),SSA,1962,238982373.0,40549575981.7617,15.2533333320194
South Sudan,SSD,1962,3024308.0, 0, 8.725
Sub-Saharan Africa,SSF,1962,239026415.0,40561501231.8664,15.2560110599408
Small states,SST,1962,8410874.0, 0, 36.4289620043054
Sao Tome and Principe,STP,1962,69403.0, 0, 17.969
Suriname,SUR,1962,283912.0,116150000.0,47.335
Slovak Republic,SVK,1962,4238188.0, 0, 34.714
Slovenia,SVN,1962,1603649.0, 0, 29.934
Sweden,SWE,1962,7561588.0,18794282716.8476,74.271
Eswatini,SWZ,1962,361365.0,45927961.6288154,4.8
Sint Maarten (Dutch part),SXM,1962,3264.0, 0, 100.0
Seychelles,SYC,1962,44042.0,12642025.9161531,29.786
Syrian Arab Republic,SYR,1962,4959340.0,1110565880.75881,38.044
Turks and Caicos Islands,TCA,1962,5636.0, 0, 48.364
Chad,TCD,1962,3175598.0,357635713.41932,7.239
East Asia & Pacific (IDA & IBRD countries),TEA,1962,895224912.0,64818501929.6285,17.5647523599008
Europe & Central Asia (IDA & IBRD countries),TEC,1962,318186127.0, 0, 46.4696119718955
Togo,TGO,1962,1732959.0,186745757.859216,11.844
Thailand,THA,1962,28481040.0,3308912796.93487,19.89
Tajikistan,TJK,1962,2255026.0, 0, 33.955
Turkmenistan,TKM,1962,1749214.0, 0, 46.702
Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,220668336.0,92280330980.7195,50.8281773904435
Timor-Leste,TLS,1962,482774.0, 0, 10.511
Middle East & North Africa (IDA & IBRD countries),TMN,1962,102288730.0,18586793275.1636,35.207560598543
Tonga,TON,1962,69940.0, 0, 18.312
South Asia (IDA & IBRD),TSA,1962,590723078.0,53905757720.8105,16.9665052290474
Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,239026415.0,40561501231.8665,15.2560110599408
Trinidad and Tobago,TTO,1962,880194.0,619322809.768256,35.864
Tunisia,TUN,1962,4369136.0,880027733.333333,38.391
Turkiye,TUR,1962,29916147.0,8922222222.22222,32.598
Tuvalu,TUV,1962,5699.0, 0, 17.008
Tanzania,TZA,1962,10487756.0,3101589992.664,5.547
Uganda,UGA,1962,8092231.0,449158233.391351,4.826
Ukraine,UKR,1962,43943674.0, 0, 48.294
Upper middle income,UMC,1962,1175758905.0,174832411101.594,26.3019959437031
Uruguay,URY,1962,2593298.0,1710004407.22785,80.681
United States,USA,1962,186538000.0,603639413793.103,70.757
Uzbekistan,UZB,1962,8854368.0, 0, 34.5
St. Vincent and the Grenadines,VCT,1962,87236.0,14524963.6875908,26.851
Venezuela_RB,VEN,1962,8756870.0,8814309884.21165,63.933
British Virgin Islands,VGB,1962,8070.0, 0, 13.019
Virgin Islands (U.S.),VIR,1962,35000.0, 0, 59.241
Viet Nam,VNM,1962,34288560.0, 0, 15.369
Vanuatu,VUT,1962,68174.0, 0, 10.765
World,WLD,1962,3117373096.0,1550597670600.03,34.5665689611007
Samoa,WSM,1962,118597.0, 0, 19.061
Kosovo,XKX,1962,1036950.0, 0, 
Yemen_Rep.,YEM,1962,5782221.0, 0, 9.831
South Africa,ZAF,1962,17418522.0,9813996074.40157,46.906
Zambia,ZMB,1962,3358099.0,679279728.55982,19.785
Zimbabwe,ZWE,1962,4055959.0,1117601600.0,13.082
Aruba,ABW,1963,57002.0, 0, 50.73
Africa Eastern and Southern,AFE,1963,140945536.0,31775749181.2381,15.3630446382495
Afghanistan,AFG,1963,9604487.0, 0, 9.276
Africa Western and Central,AFW,1963,104089175.0,14469094143.8508,15.9006819021767
Angola,AGO,1963,5408320.0, 0, 11.624
Albania,ALB,1963,1762621.0, 0, 31.086
Andorra,AND,1963,11915.0, 0, 65.872
Arab World,ARB,1963,99038509.0,22362957617.8194,33.1943094437437
United Arab Emirates,ARE,1963,152211.0, 0, 76.093
Argentina,ARG,1963,21421705.0,18272123664.4715,75.309
Armenia,ARM,1963,2056023.0, 0, 53.889
American Samoa,ASM,1963,21966.0, 0, 67.493
Antigua and Barbuda,ATG,1963,58138.0, 0, 37.817
Australia,AUS,1963,10950000.0,21540963446.5541,82.511
Austria,AUT,1963,7175811.0,8414050621.01716,64.913
Azerbaijan,AZE,1963,4293550.0, 0, 51.764
Burundi,BDI,1963,2969841.0,232749997.771905,2.193
Belgium,BEL,1963,9289770.0,14445805381.3872,92.835
Benin,BEN,1963,2652908.0,253927697.25805,11.118
Burkina Faso,BFA,1963,4993623.0,394040667.106335,4.993
Bangladesh,BGD,1963,56504402.0,5319458562.5,5.727
Bulgaria,BGR,1963,8078145.0, 0, 42.23
Bahrain,BHR,1963,186501.0, 0, 82.372
"Bahamas, The",BHS,1963,135087.0,237649991.4446,61.926
Bosnia and Herzegovina,BIH,1963,3461942.0, 0, 21.209
Belarus,BLR,1963,8437232.0, 0, 35.822
Belize,BLZ,1963,98704.0,33750113.7501138,53.101
Bermuda,BMU,1963,45340.0,82600000.0,100.0
Bolivia,BOL,1963,3938913.0,478000000.0,37.656
Brazil,BRA,1963,79164235.0,23287712878.2002,49.078
Barbados,BRB,1963,237557.0,99893761.2239743,36.995
Brunei Darussalam,BRN,1963,101159.0, 0, 48.92
Bhutan,BTN,1963,245156.0, 0, 4.217
Botswana,BWA,1963,552966.0,38091842.8546863,3.171
Central African Republic,CAF,1963,1803063.0,129379123.76305,22.1
Canada,CAN,1963,18964000.0,45140337826.9869,71.307
Central Europe and the Baltics,CEB,1963,93840016.0, 0, 46.5349208922556
Switzerland,CHE,1963,5694247.0,14283872299.0456,71.834
Channel Islands,CHI,1963,114234.0, 0, 37.909
Chile,CHL,1963,8670144.0,5591307028.36005,70.2
China,CHN,1963,682335000.0,50706614526.1472,17.757
"Cote d'Ivoire",CIV,1963,4112061.0,761047198.029653,21.575
Cameroon,CMR,1963,5456623.0,718320845.044338,15.647
Congo_Dem. Rep.,COD,1963,16507599.0,6213185742.57426,22.976
Congo_Rep.,COG,1963,1143263.0,172233430.657858,33.78
Colombia,COL,1963,17113823.0,4836166666.66667,50.584
Comoros,COM,1963,208185.0, 0, 15.074
Cabo Verde,CPV,1963,229373.0, 0, 17.503
Costa Rica,CRI,1963,1481604.0,511902136.809973,34.606
Caribbean small states,CSS,1963,1831474.0,782562091.670508,37.0507607205999
Cuba,CUB,1963,7701660.0, 0, 58.963
Curacao,CUW,1963,130860.0, 0, 75.875
Cayman Islands,CYM,1963,8970.0, 0, 100.0
Cyprus,CYP,1963,607252.0, 0, 37.176
Czechia,CZE,1963,9670685.0, 0, 61.044
Germany,DEU,1963,74714353.0,112232503744.1,71.826
Djibouti,DJI,1963,97872.0, 0, 53.787
Dominica,DMA,1963,61739.0, 0, 38.046
Denmark,DNK,1963,4684483.0,8466044979.87996,75.757
Dominican Republic,DOM,1963,3588287.0,940799900.0,33.052
Algeria,DZA,1963,11982118.0,2702982017.63803,34.662
East Asia & Pacific (excluding high income),EAP,1963,930810837.0,70180391290.8683,18.3696744916475
Early-demographic dividend,EAR,1963,1046697479.0,175832421253.226,23.8179551513059
East Asia & Pacific,EAS,1963,1085095424.0,180953395655.592,24.2035243555501
Europe & Central Asia (excluding high income),ECA,1963,137187829.0, 0, 40.5435061565799
Europe & Central Asia,ECS,1963,691189404.0,561049368761.041,57.1606311646178
Ecuador,ECU,1963,5001716.0,1824343870.71407,35.606
Egypt_Arab Rep.,EGY,1963,29091869.0,4187146119.1343,38.977
Euro area,EMU,1963,277205348.0,340512613271.49,63.1427769796598
